nazwa,miasto,branza,kod
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa wyrobów tekstylnych,"['46', '41', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa odzieży i obuwia,"['46', '42', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa elektrycznych artykułów użytku domowego,"['46', '43', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż hurtowa wyrobów porcelanowych, ceramicznych i szklanych oraz środków czyszczących","['46', '44', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa perfum i kosmetyków,"['46', '45', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa wyrobów farmaceutycznych i medycznych,"['46', '46', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż hurtowa mebli, dywanów i sprzętu oświetleniowego","['46', '47', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż hurtowa zegarków, zegarów i biżuterii","['46', '48', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa pozostałych artykułów użytku domowego,"['46', '49', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa sprzętu elektronicznego i telekomunikacyjnego oraz części do niego,"['46', '52', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż hurtowa drewna, materiałów budowlanych i wyposażenia sanitarnego","['46', '73', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż hurtowa niewyspecjalizowana,"['46', '90', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach z przewagą żywności, napojów i wyrobów tytoniowych","['47', '11', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Pozostała sprzedaż detaliczna prowadzona w niewyspecjalizowanych sklepach,"['47', '19', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna owoców i warzyw prowadzona w wyspecjalizowanych sklepach,"['47', '21', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna mięsa i wyrobów z mięsa prowadzona w wyspecjalizowanych sklepach,"['47', '22', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż detaliczna pieczywa, ciast, wyrobów ciastkarskich i cukierniczych prowadzona w wyspecjalizowanych sklepach","['47', '24', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna sprzętu audiowizualnego prowadzona w wyspecjalizowanych sklepach,"['47', '43', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna wyrobów tekstylnych prowadzona w wyspecjalizowanych sklepach,"['47', '51', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż detaliczna drobnych wyrobów metalowych, farb i szkła prowadzona w wyspecjalizowanych sklepach","['47', '52', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż detaliczna dywanów, chodników i innych pokryć podłogowych oraz pokryć ściennych prowadzona w wyspecjalizowanych sklepach","['47', '53', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna elektrycznego sprzętu gospodarstwa domowego prowadzona w wyspecjalizowanych sklepach,"['47', '54', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Sprzedaż detaliczna mebli, sprzętu oświetleniowego i pozostałych artykułów użytku domowego prowadzona w wyspecjalizowanych sklepach","['47', '59', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna książek prowadzona w wyspecjalizowanych sklepach,"['47', '61', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna nagrań dźwiękowych i audiowizualnych prowadzona w wyspecjalizowanych sklepach,"['47', '63', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna odzieży prowadzona w wyspecjalizowanych sklepach,"['47', '71', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna obuwia i wyrobów skórzanych prowadzona w wyspecjalizowanych sklepach,"['47', '72', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Sprzedaż detaliczna kosmetyków i artykułów toaletowych prowadzona w wyspecjalizowanych sklepach,"['47', '75', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Pozostała sprzedaż detaliczna prowadzona poza siecią sklepową, straganami i targowiskami","['47', '99', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Transport drogowy towarów,"['49', '41', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Przeładunek towarów w portach śródlądowych,"['52', '24', 'B']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Przeładunek towarów w pozostałych punktach przeładunkowych,"['52', '24', 'C']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Magazynowanie i przechowywanie pozostałych towarów,"['52', '10', 'B']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Działalność usługowa wspomagająca transport lądowy,"['52', '21', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Restauracje i inne stałe placówki gastronomiczne,"['56', '10', 'A']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Przygotowywanie i podawanie napojów,"['56', '30', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Pozostała usługowa działalność gastronomiczna,"['56', '29', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Przygotowywanie i dostarczanie żywności dla odbiorców zewnętrznych (katering),"['56', '21', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Pozostała działalność związana z udostępnianiem pracowników,"['78', '30', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Niespecjalistyczne sprzątanie budynków i obiektów przemysłowych,"['81', '21', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Pozostałe sprzątanie,"['81', '29', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Działalność związana z pakowaniem,"['82', '92', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Działalność związana z organizacją targów, wystaw i kongresów","['82', '30', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,"Pozostała działalność wspomagająca prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowana","['82', '99', 'Z']"
"""JAPART"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ W UPADŁOŚCI LIKWIDACYJNEJ",Złochowice,Działalność usługowa związana z administracyjną obsługą biura,"['82', '11', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pieczywa; Produkcja świeżych wyrobów ciastkarskich i ciastek,"['10', '71', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja sucharów i herbatników; Produkcja konserwowanych wyrobów ciastkarskich i ciastek,"['10', '72', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja kakao, czekolady i wyrobów cukierniczych","['10', '82', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Przetwórstwo herbaty i kawy,"['10', '83', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja przypraw,"['10', '84', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Wytwarzanie gotowych posiłków i dań,"['10', '85', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych artykułów spożywczych, gdzie indziej niesklasyfikowana","['10', '89', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja napojów bezalkoholowych; Produkcja wód mineralnych i pozostałych wód butelkowanych,"['11', '07', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja odzieży skórzanej,"['14', '11', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja odzieży roboczej,"['14', '12', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałej odzieży wierzchniej,"['14', '13', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja bielizny,"['14', '14', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałej odzieży i dodatków do odzieży,"['14', '19', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów pończoszniczych,"['14', '31', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałej odzieży dzianej,"['14', '39', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja toreb bagażowych, toreb ręcznych i podobnych wyrobów kaletniczych; Produkcja wyrobów rymarskich","['15', '12', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja obuwia,"['15', '20', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów tartacznych,"['16', '10', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja arkuszy fornirowych i płyt wykonanych na bazie drewna,"['16', '21', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja gotowych parkietów podłogowych,"['16', '22', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałych wyrobów stolarskich i ciesielskich dla budownictwa,"['16', '23', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja opakowań drewnianych,"['16', '24', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych wyrobów z drewna; Produkcja wyrobów z korka, słomy i materiałów używanych do wyplatania","['16', '29', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja farb, lakierów i podobnych powłok, farb drukarskich i mas uszczelniających","['20', '30', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja mydła i detergentów, środków myjących i czyszczących","['20', '41', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów kosmetycznych i toaletowych,"['20', '42', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja klejów,"['20', '52', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja olejków eterycznych,"['20', '53', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych wyrobów chemicznych, gdzie indziej niesklasyfikowana","['20', '59', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja opon i dętek z gumy; Bieżnikowanie i regenerowanie opon z gumy,"['22', '11', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałych wyrobów z gumy,"['22', '19', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja płyt, arkuszy, rur i kształtowników z tworzyw sztucznych","['22', '21', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja opakowań z tworzyw sztucznych,"['22', '22', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów dla budownictwa z tworzyw sztucznych,"['22', '23', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pozostałych wyrobów z tworzyw sztucznych,"['22', '29', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów ogniotrwałych,"['23', '20', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja cegieł, dachówek i materiałów budowlanych, z wypalanej gliny","['23', '32', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów budowlanych z gipsu,"['23', '62', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja masy betonowej prefabrykowanej,"['23', '63', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja zaprawy murarskiej,"['23', '64', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych wyrobów z betonu, gipsu i cementu","['23', '69', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Cięcie, formowanie i wykańczanie kamienia","['23', '70', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów ściernych,"['23', '91', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych wyrobów z mineralnych surowców niemetalicznych, gdzie indziej niesklasyfikowana","['23', '99', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów formowanych na zimno,"['24', '33', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja wyrobów z aluminium i stopów aluminium,"['24', '42', 'B']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja konstrukcji metalowych i ich części,"['25', '11', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja metalowych elementów stolarki budowlanej,"['25', '12', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja grzejników i kotłów centralnego ogrzewania,"['25', '21', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja pozostałych zbiorników, cystern i pojemników metalowych","['25', '29', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Produkcja wytwornic pary, z wyłączeniem kotłów do centralnego ogrzewania gorącą wodą","['25', '30', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,"Kucie, prasowanie, wytłaczanie i walcowanie metali; Metalurgia proszków","['25', '50', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Obróbka metali i nakładanie powłok na metale,"['25', '61', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Obróbka mechaniczna elementów metalowych,"['25', '62', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja zamków i zawiasów,"['25', '72', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja narzędzi,"['25', '73', 'Z']"
"""ABAS INWESTYCJE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA"" W UPADŁOŚCI LIKWIDACYJNEJ",Wrocław,Produkcja pojemników metalowych,"['25', '91', 'Z']"
